doc_id,text
857,step improving nation’s health care system affordable care act historic step build start scratch i’ll protect build obamacare ensure access affordable quality health care
858,past time address devastating effects climate change president action knowingly harm environment
859,it’s battle soul nation it’s time pick heads world united america capacity
860,yesterday las vegas discussed crucial address gun violence epidemic folks it’s time pass common sense gun safety legislation i’ve beaten
861,republicans savaged surviving son they’ve spread lies networks won’t carry doesn’t matter president united fight heal that’s i’ll i’m elected
862,donald trump america’s families it’s time rewarded wealth
863,america health care time president trump harder underrepresented underserved communities access affordable quality health care shameful president reverse actions
864,country detains migrant children indefinitely denies access soap toothbrushes beds country welcomes search life tired poor huddled masses yearning breathe free trump doesnt
865,power dont action gun violence epidemic vote period
866,remember president children
867,elections decided american people foreign governments
868,president trump hijack election isn’t democratic issue republican issue national issue
869,it’s days
870,american deserves access quality affordable health care live president trump continue undermine medicaid prevent low income americans accessing health care
871,day clearer core values nation democracy risk president trump white house hold trump accountable shredding constitution
872,selling public services private expense workers communities starter congratulations
873,child care personal single parent senator commuted home delaware night tuck kids bed child care affordable parent demdebate
874,america envy world
875,income inequality rise country worse president trump’s tax cuts super wealthy weve rebuild middle class time we’ll
876,president believes limit power believes believes law isn’t democratic issue republican issue national issue
877,elected president guarantee protect familys health care personal
878,enjoyed sitting
879,donald trump pressured ukraine manufacture smear domestic political opponent transcript it’s abuse power violates oath office undermines democracy congress hold accountable
880,country health care premiums rising president trump attempts tear obamacare rattled insurance marketplace driven costs hardworking americans unacceptable
881,president trump’s travel ban muslim ban remains egregious attacks core values spewing politics fear slandering entire religious community complicit terrorism wrong amp stand overturn ban
882,president personal politics sacred oath house job hold donald trump account abuse power mine presidency real country
883,inspired courage tenacity
884,mistake situation iran crisis donald trump’s claimed walking iran deal deter iranian aggression result deal failed accounts
885,el derecho al voto es el derecho más sagrado como estadounidense depende de nosotros hacer se escuche nuestra voz en cada elección dirígete
886,president trump cut outreach programs people health insurance coverage sabotaged aca harder americans access health care wrong ill protect build obamacare ensure receives care
887,pressuring leader nation investigate political opponent win election conduct american president
888,president trumps actions abuse power undermine national security violate oath office president shredding united constitution forever
889,vote sacred american it’s voices heard election head
890,pay gap native women due gender color skin unacceptable wrongs close gender pay gap nativewomensequalpay
891,verano tiroteos masivos incontables vidas truncadas podemos seguir así ya es hora de nos enfrentemos al
892,i’ve firsthand hard america’s teachers support staff support resources deserve i’m proud support chicago’s educators fight fair wages staffing class sizes
893,amy ashamed reason proud living free daily act bravery bravery resides heart hearts lgbtq people world i’m proud team bivisibilityday
894,enjoy attending
895,biden administration labor environmental table negotiate trade agreements period
896,summer mass shootings countless lives cut short it’s past time
897,wishing happy birthday rock roll legend voice
898,release transcript call
899,president trump congressional republicans stop repeal obamacare we’ve close they’ve vote can’t chance ill protect build obamacare ensure access quality affordable health care
900,republicans allowed ban assault weapons capacity magazines expire president i’ll streets
901,tonight history
902,it’s time start rewarding wealth americas workers deserve i’m proud stand solidarity
903,i’m running president restore backbone country middle class time
904,action gun violence epidemic
905,let’s donald trump pressured foreign government interfere elections united stands term president
906,medicare negotiate prices drug companies demdebate
907,proudly stood alongside
908,beat donald trump drum join
909,i’ll protect build obamacare ensure american access affordable quality health care plan private insurance
910,i’m optimistic future country senate united america can’t
911,america built hard ordinary people extraordinary it’s time start rewarding wealth
912,desperate donald trump beat he’s enlisting foreign government it’s abuse power violates basic norm presidency white house
913,lot steak election steakfry
914,joke teamjoe strong iowa steakfry
915,stopped bidenfest folks support todays steakfry
916,that’s times donald trump foreign leader investigate family ill beat drum
917,i’ve health care plan build obamacare giving americans choice reducing health care costs health care system easier navigate demdebate
918,wrong gm workers deserve im proud stand solidarity
919,happy homecoming delaware university i’m biased hbcu country
920,day celebrate armenia’s democratic progress honor armenia’s history history complete recognize metz yeghern armenian genocide
921,tonights lgbtqforum iowa shared deserves treated dignity respect law love
922,lgbtq rights civil rights issue time hard won progress fight equality celebrate fight i’m proud stand fight day
923,hawkeye discussing issues impact lives lgbtq americans iowaforum tune live
924,reports true bottom president trump’s willingness abuse power abase country
925,remember honor nations prisoners war missing action obligation fulfill national promise military service families bring heroes home forgotten powmiarecognitionday
926,friday anniversary vawa
927,saddened hear passing maurice ferré father modern day miami trailblazer true public servant paved hispanic mayor miami deeply missed jill keeping loved hearts
928,don’t write global rules road trade cyber climate change written china nations don’t share values demdebate
929,hace dos años el huracán maría tocó tierra en puerto rico devastando la isla robando la vida de miles en ese momento en nuestros compatriotas necesitaron más ayuda el presidente trump les falló
930,ago hurricane maria landfall puerto rico devastating island killing thousands time fellow americans president trump failed
931,inspired courage determination people world streets today’s climatestrike climate change existential threat wait address action future generations counting
932,universal pre fighting raising minimum wage
933,students deserve donald trump betsy devos
934,started
935,wealthy special corporations dominated politics it’s time overturn citizens united create public financing system elections
936,siempre estuve orgulloso de servir junto al presidente obama pero nunca más cuando aprobamos la ley del cuidado de salud bajo costo como presidente protegeré ampliaré obamacare para garantizar cada estadounidense reciba la atención médica merece
937,proud serve alongside president obama day passed affordable care act president i’ll protect build obamacare ensure american receives health care deserve
938,wouldn’t meet kim jong pre conditions meeting donald trump kim jong legitimacy closely allies hold china accountable lack pressure kim regime’s bad behavior demdebate
939,south carolina hate crime law week
940,jill heartbroken passing dr emily clyburn remarkable woman activist community leader true partner jims career public office jim entire clyburn family hearts time grief
941,it’s past time ban assault weapons capacity magazines weapons war communities
942,i’m optimistic america’s future elected senate kid there’s single
943,donald trump continues relentless effort roll hard fought progress obama biden administration auto emission standards air breathe cleaner healthier auto industry competitive global marketplace
944,domestic abusers easy access guns result fatal gov sununu nh legislature guns hands abusers wrote passed violence women act i’ve nra president i’ll
945,school starting month senate republicans inaction gun violence powerful ad friends
946,talk gun violence epidemic i’m talking tragic mass shootings national news i’m talking shootings occur day communities nation wilmington delaware
947,fired simply love pass equality act ensure lgbtq americans treated dignity respect deserve
948,promise harder earn support amtrak employee
949,president country war informed consent american people demdebate
950,america’s unions workers standing demanding rebuild american middle class ensure worker receives pay benefits deserve
951,grateful support night’s galivants ferry stump south carolina it’s time nation lead world there’s single
952,firefighters teachers paying tax rate million we’ve repeal president trump’s tax cuts super wealthy create tax code middle class
953,afternoon i’m joining
954,cokie roberts pioneer relentless pursuit truth steadfast commitment breaking barriers women journalism country
955,south carolina evening galivants ferry stump discussed night we’ve rebuild america’s middle class starts repealing president trump’s tax cuts super wealthy rewarding wealth
956,it’s galivants ferry stump
957,days mass shootings
958,america’s farmers continue pay price president trump’s reckless trade war he’s tough it’s easy act tough feeling pain president i’ll stand china families
959,persistent effort fortitude actions faith future change it’s easy there’s can’t accomplish stand americans
960,there’s difference sending tens thousands american combat troops middle east indefinitely oppose teams special forces support local forces fighting advance common security demdebate
961,hate hides doesnt relegated white supremacy racism pages history greatness nation continue strive
962,nation immigrants americas strengths doesnt matter family bound ideals grit determination succeed
963,relegated racism white supremacy pages history lynch mobs arsonists bomb makers lone gunmen hate safe harbor
964,los estados unidos es una idea se ha fortalecido través de las contribuciones únicas de la comunidad hispana dónde estaríamos sin la juez sonia sotomayor césar chávez herenciahispana
965,america idea grown stronger unique contributions hispanic communities justice sonia sotomayor césar chávez hispanicheritagemonth
966,job lot paycheck dignity respect proud stand
967,battle soul nation historic street baptist church there’s powerful reminder what’s stake poignant demanded response
968,honor addie mae cynthia carole denise recommit defeating poisonous ideology white supremacy lit fuse street baptist church
969,i’m speaking birmingham alabama st baptist church memorial service join honoring lost
970,i’ll speaking street baptist church memorial service commemorate lives lost ago join honoring addie mae cynthia carole denise
971,shed tear qassem soleimani trump’s reckless escalation thoughtless withdrawal iran nuclear deal america safe return diplomacy steady hand wheel navigate increasingly dangerous world demdebate
972,gun violence tragedies inevitable epidemic
973,visit ernest sterling student life center texas southern university letting join lunch tigers
974,tomorrow i’ll birmingham alabama remember lives lost ago street baptist church bombing join honoring addie mae cynthia carole denise
975,obamacare fue gran avance proporcionó protecciones más de millones de estadounidenses con afecciones preexistentes podemos parar allí como presidente protegeré expandiré obamacare para garantizar todos tengamos acceso atención médica asequible de calidad
976,obamacare huge step forward providing protections million americans pre existing conditions can’t stop president i’ll protect build obamacare ensure american peace mind quality affordable health care
977,north star president rebuilding backbone country middle class time
978,debemos hacer todo lo esté nuestro alcance para abordar la emergencia climática como presidente trabajaré para convertirnos en una economía de energía limpia con emisiones netas cero para el volveremos liderar el mundo en la lucha contra el cambio climático
979,power address climate emergency president i’ll america clean energy economy net emissions lead world fight climate change
980,i’m running president battle soul nation it’s time pick heads remember united america there’s single can’t
981,ago week senator feinstein led charge ban assault weapons capacity magazines beat
